NDB_No,Shrt_Desc,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_..mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_..µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.,,,,,,,,,,,
10987,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BNLESS,CKD,RSTD",58.72,219,29.2,11.38,1.26,0,0,0,12,0.98,26,294,486,72,2.66,0.083,0.017,48.5,0,0.658,0.289,8.13,1.589,0.523,0,0,0,0,100.3,0.9,5,1,1,0,0,0,0,0,0.27,0.7,30,0,4.079,4.88,1.666,99,,,,,,,,,,,
10986,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BONE-IN,CKD,BRLD",59.98,216,27.83,11.65,1.1,0,0,0,61,1.02,24,284,370,84,3.73,0.117,0.012,42.9,0,0.571,0.367,9.152,1.275,0.575,0,0,0,0,79.1,0.73,9,3,3,0,0,0,0,0,0.26,1.1,44,0,3.096,3.61,1.262,89,,,,,,,,,,,
10209,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BONE-IN,CKD,RSTD",58.72,227,29.2,11.38,1.26,0,0,0,31,0.98,22,235,390,91,3.94,0.107,0.021,47.6,0,0.574,0.458,7.82,1.589,0.523,0,0,0,0,100.3,0.9,5,1,1,0,0,0,0,0,0.27,1.1,42,0,3.766,4.376,1.458,99,,,,,,,,,,,
10208,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,CKD,BRSD",56.16,247,27.74,14.26,0.92,0,0,0,33,1.39,23,208,297,60,4.46,0.105,0.011,48.6,0,0.477,0.296,5.715,1.427,0.491,0,0,0,0,113.5,0.94,0,0,0,0,0,0,0,0,0.11,1.2,49,0,5.086,6.26,1.629,105,,,,,,,,,,,
10207,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW",72.84,140,20.76,5.64,1.01,0,0,0,21,0.9,23,204,338,67,3,0.083,0.012,34.8,0,0.394,0.271,3.097,1.737,0.577,0,0,0,0,87.3,1.01,0,0,0,0,0,0,0,0,0.25,0.5,22,0,2.012,2.477,0.645,74,,,,,,,,,,,
10210,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW",73.16,133,22.49,4.05,1.28,0,0,0,9,0.55,22,247,354,63,1.7,0.069,0.011,36.7,0,0.6,0.252,7.239,0.721,0.6,0,0,0,0,77.3,0.49,8,3,3,0,0,0,0,0,0.18,0.4,18,0,1.393,1.722,0.708,63,,,,,,,,,,,
10214,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN,RAW",74.3,121,22.81,2.59,1.3,0,0,0,9,0.56,23,251,354,63,1.72,0.069,0.011,37.4,0,0.61,0.256,7.348,0.728,0.611,0,0,0,0,78.4,0.49,7,2,2,0,0,0,0,0,0.17,0.4,16,0,0.906,1.099,0.413,63,,,,,,,,,,,
10052,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",70.29,168,20.48,8.96,0.95,0,0,0,14,0.82,23,209,336,57,1.95,0.088,0.012,29.2,0,0.492,0.277,6.093,0.839,0.756,0,0,0,0,79.2,0.56,6,2,2,0,0,0,0,0,0.22,0.5,22,0,1.851,2.157,0.754,70,,,,,,,,,,,
10212,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRLD",65.98,170,28.19,5.53,1.37,0,0,0,11,0.87,27,292,420,65,2.15,0.085,0.015,45.3,0,0.653,0.29,8.654,1.295,0.584,0,0,0,0,105.6,0.75,8,2,2,0,0,0,0,0,0.26,0.7,26,0,1.785,2.106,0.822,76,,,,,,,,,,,
10211,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRSD",65.78,171,28.41,5.47,1.41,0,0,0,11,0.71,25,291,411,56,2.01,0.083,0.014,45.5,0,0.656,0.265,7.76,0.985,0.523,0,0,0,0,87.4,0.62,7,2,2,0,0,0,0,0,0.18,0.4,15,0,1.87,2.246,0.963,80,,,,,,,,,,,
10216,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRLD",66.75,161,28.6,4.36,1.38,0,0,0,11,0.88,27,296,425,66,2.18,0.085,0.015,45.9,0,0.662,0.292,8.761,1.31,0.591,0,0,0,0,107,0.75,7,2,2,0,0,0,0,0,0.26,0.6,25,0,1.357,1.585,0.614,76,,,,,,,,,,,
10215,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRSD",66.41,163,28.75,4.5,1.43,0,0,0,11,0.71,25,294,416,56,2.04,0.083,0.014,46.1,0,0.663,0.266,7.834,0.993,0.528,0,0,0,0,88.3,0.63,5,2,2,0,0,0,0,0,0.18,0.4,14,0,1.517,1.816,0.794,80,,,,,,,,,,,
10054,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",60.58,222,26.96,11.82,1.21,0,0,0,60,1.01,23,280,363,86,3.6,0.12,0.012,41.8,0,0.695,0.278,8.414,1.254,0.562,0,0,0,0,91,0.75,16,5,5,0,0,0,0,0,0.24,1,42,0,4.045,4.842,1.908,87,,,,,,,,,,,
10053,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",58.88,234,28.81,12.31,1.2,0,0,0,12,0.71,24,285,400,58,1.97,0.085,0.013,44.1,0,0.633,0.264,7.537,0.966,0.507,0,0,0,0,84.7,0.63,13,4,4,0,0,0,0,0,0.22,0.6,22,0,4.294,5.18,2.16,87,,,,,,,,,,,
10058,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD",64.61,174,29.29,5.45,1.31,0,0,0,65,1.07,25,300,391,89,3.94,0.123,0.013,45.3,0,0.752,0.287,9.035,1.342,0.606,0,0,0,0,97.8,0.77,8,2,2,0,0,0,0,0,0.27,1,38,0,1.718,2.007,0.777,88,,,,,,,,,,,
10057,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD",62.16,195,31,6.9,1.28,0,0,0,11,0.73,26,303,428,58,2.09,0.085,0.014,47.4,0,0.676,0.271,7.982,1.011,0.538,0,0,0,0,89.9,0.64,6,2,2,0,0,0,0,0,0.25,0.4,17,0,2.327,2.785,1.217,88,,,,,,,,,,,
10213,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD",62.82,192,29.62,7.32,1.42,0,0,0,13,0.66,27,304,398,66,2.2,0.109,0.017,44.7,0,0.705,0.327,8.055,1.616,0.533,0,0,0,0,96.9,0.93,7,2,2,0,0,0,0,0,0.2,0.6,25,0,2.528,3.068,1.198,84,,,,,,,,,,,
10217,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN,CKD,RSTD",64.07,178,30.39,5.31,1.45,0,0,0,12,0.66,28,311,408,66,2.25,0.109,0.017,45.9,0,0.722,0.332,8.224,1.654,0.544,0,0,0,0,99.1,0.94,4,1,1,0,0,0,0,0,0.2,0.6,24,0,1.798,2.181,0.844,84,,,,,,,,,,,
10055,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",59.34,230,26.64,12.87,1.07,0,0,0,15,0.94,25,228,340,57,2.52,0.116,0.009,44.4,0,0.639,0.36,7.865,1.037,0.75,0,0,0,0,90.7,0.64,6,2,2,0,0,0,0,0,0.11,0.7,29,0,4.113,5.042,1.499,89,,,,,,,,,,,
10059,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,CKD,RSTD",61.74,204,27.78,9.44,1.12,0,0,0,13,0.96,26,235,352,59,2.62,0.121,0.01,46.4,0,0.665,0.376,8.165,1.075,0.785,0,0,0,0,94.4,0.61,0,0,0,0,0,0,0,0,0.1,0.7,27,0,2.871,3.612,0.997,89,,,,,,,,,,,
10951,"PORK,FRSH,LOIN,TENDERLOIN,LN & FAT,W/ ADDED SLN,RAW",76.1,114,20.16,3.14,1.54,0,0,0,5,0.91,23,286,519,239,1.72,0.102,0.01,34.7,0,0.745,0.333,6.382,0.819,0.746,0,0,0,0,77.7,0.52,0,0,0,0,0,0,0,0,0.21,0.2,8,0,1.045,1.198,0.503,49,,,,,,,,,,,
10222,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,RSTD",69.11,147,26.04,3.96,1.2,0,0,0,6,1.15,29,265,419,57,2.41,0.111,0.013,38,0,0.944,0.385,7.402,1.008,0.735,0,0,0,0,88.5,0.57,1,0,0,0,0,0,0,0,0.08,0.3,10,0,1.358,1.521,0.569,73,,,,,,,,,,,
10218,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW",74.97,120,20.65,3.53,1.01,0,0,0,6,0.97,27,243,393,52,1.87,0.089,0.014,30.3,0,0.982,0.337,6.61,0.837,0.765,0,0,0,0,79.7,0.52,2,0,0,0,0,0,0,0,0.22,0.3,10,0,1.181,1.355,0.562,65,,,,,,,,,,,
10061,"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD",69.45,143,26.17,3.51,1.21,0,0,0,6,1.15,29,267,421,57,2.42,0.111,0.013,38.2,0,0.95,0.387,7.432,1.012,0.739,0,0,0,0,88.9,0.57,0,0,0,0,0,0,0,0,0.08,0.2,10,0,1.198,1.334,0.506,73,,,,,,,,,,,
10952,"PORK,FRSH,LOIN,TNDERLN,LN & FT,W/ ADDED SLN,CKD,RSTD",72.64,121,21.5,3.7,1.85,0.31,0,0,5,0.97,25,315,563,230,1.99,0.105,0.012,45.4,0,0.784,0.358,7.36,0.833,0.607,0,0,0,0,73.2,0.48,0,0,0,0,0,0,0,0,0.07,0.2,9,0,1.27,1.424,0.531,57,,,,,,,,,,,
10943,"PORK,FRSH,LOIN,TNDERLN,LN,W/ ADDED SLN,CKD,RSTD",73.07,116,21.61,3.15,1.86,0.31,0,0,5,0.98,25,316,567,231,2,0.106,0.012,45.7,0,0.789,0.36,7.392,0.836,0.61,0,0,0,0,73.5,0.47,0,0,0,0,0,0,0,0,0.07,0.2,9,0,1.077,1.199,0.455,57,,,,,,,,,,,
10064,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD",62.92,196,26.62,9.14,1,0,0,0,7,0.63,26,230,357,44,2.09,0.081,0.007,43.6,0,0.636,0.19,8.242,0.68,0.696,0,0,0,0,76,0.59,5,1,1,0,0,0,0,0,0.11,0.1,3,0,3.164,3.904,1.048,73,,,,,,,,,,,
10063,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRSD",62.44,200,29.2,8.31,1.31,0,0,0,12,0.88,23,221,261,66,2.29,0.089,0.01,40.3,0,0.526,0.238,9.905,1.03,0.537,0,0,0,0,100,0.67,11,3,3,0,0,0,0,0,0.24,1,38,0,3.218,3.625,1.29,72,,,,,,,,,,,
10062,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW",70.38,155,21.55,6.94,0.97,0,0,0,7,0.5,26,226,373,48,1.55,0.056,0.007,33.1,0,0.667,0.185,7.988,0.727,0.726,0,0,0,0,57.8,0.53,4,1,1,0,0,0,0,0,0.13,0.4,18,0,2.45,2.985,0.878,67,,,,,,,,,,,
10186,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED",62.62,196,29.36,7.86,1.26,0,0,0,12,0.82,25,283,376,86,2.26,0.095,0.01,40.5,0,0.635,0.229,10.523,1.359,0.558,0,0,0,0,100.7,0.82,13,4,4,0,0,0,0,0,0.22,0.6,23,0,3.058,3.491,1.278,70,,,,,,,,,,,
10068,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD",65.11,173,27.58,6.08,1.03,0,0,0,5,0.63,27,237,367,45,2.15,0.083,0.007,45.3,0,0.658,0.195,8.512,0.692,0.722,0,0,0,0,78.3,0.56,0,0,0,0,0,0,0,0,0.1,0.6,23,0,2.077,2.651,0.605,72,,,,,,,,,,,
10067,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRSD",65.14,170,30.54,4.34,1.36,0,0,0,8,0.91,23,230,269,67,2.37,0.087,0.01,42.1,0,0.545,0.245,10.263,1.054,0.561,0,0,0,0,104.9,0.66,6,2,2,0,0,0,0,0,0.25,0.9,36,0,1.657,1.934,0.551,71,,,,,,,,,,,
10181,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED",64.81,172,30.46,4.62,1.29,0,0,0,8,0.84,26,293,390,87,2.32,0.094,0.011,42,0,0.657,0.233,10.85,1.399,0.579,0,0,0,0,104.7,0.83,9,3,3,0,0,0,0,0,0.23,0.5,20,0,1.784,2.113,0.679,69,,,,,,,,,,,
10066,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,RAW",72.93,127,22.41,3.42,1.01,0,0,0,5,0.51,27,234,387,49,1.59,0.057,0.008,34.5,0,0.693,0.19,8.265,0.746,0.756,0,0,0,0,59.6,0.51,0,0,0,0,0,0,0,0,0.13,0.3,13,0,1.208,1.546,0.366,66,,,,,,,,,,,
10065,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD",63.76,192,26.45,8.82,0.98,0,0,0,7,0.64,25,223,349,46,2.11,0.077,0.007,34.9,0,0.547,0.232,7.104,0.674,0.692,0,0,0,0,75.5,0.58,4,1,1,0,0,0,0,0,0.11,0.5,20,0,2.839,3.517,0.999,80,,,,,,,,,,,
10224,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW",70.14,166,21.34,8.33,0.97,0,0,0,7,0.53,24,216,358,47,1.73,0.056,0.007,26.5,0,0.426,0.181,5.566,0.722,0.718,0,0,0,0,57.3,0.54,5,2,2,0,0,0,0,0,0.12,0.5,21,0,1.598,1.861,0.651,64,,,,,,,,,,,
10069,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD",65.6,173,27.23,6.28,1.01,0,0,0,6,0.64,26,227,357,47,2.16,0.079,0.007,35.8,0,0.561,0.237,7.277,0.684,0.713,0,0,0,0,77.3,0.55,0,0,0,0,0,0,0,0,0.1,0.4,18,0,1.927,2.464,0.631,79,,,,,,,,,,,
10225,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,RAW",73.28,132,22.39,4.06,1.01,0,0,0,5,0.54,26,225,374,49,1.8,0.058,0.007,27.7,0,0.443,0.187,5.745,0.745,0.755,0,0,0,0,59.5,0.51,0,0,0,0,0,0,0,0,0.13,0.4,16,0,1.248,1.595,0.409,63,,,,,,,,,,,
10949,"PORK,FRSH,LOIN,TP LN (CHPS),BNLSS,LN & FT,W/ ADDED SLN,RAW",68.65,171,19.45,10.26,1.55,0,0,0,9,0.42,21,244,489,251,1.22,0.049,0.01,42.8,0,0.475,0.195,7.178,0.731,0.467,0,0,0,0,53,0.56,0,0,0,0,0,0,0,0,0.2,0.3,12,0,2.53,5.801,1.925,56,,,,,,,,,,,
10022,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD",57.87,242,27.32,13.92,1.35,0,0,0,19,0.87,28,246,423,62,2.39,0.073,0.009,45.3,0.6,0.877,0.321,5.037,0.698,0.464,5,0,5,5,93.9,0.7,7,2,2,0,0,0,0,0,0.29,1.3,53,0,5.23,6.19,1.2,80,,,,,,,,,,,
10021,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD",58.27,239,27.23,13.62,1.35,0,0,0,21,1.07,19,181,374,48,2.38,0.077,0.012,45.3,0.6,0.632,0.254,4.419,0.648,0.366,3,0,3,3,93.6,0.54,7,2,2,0,0,0,0,0,0.24,1.2,47,0,5.11,6.06,1.17,80,,,,,,,,,,,
10023,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD",57.51,248,27.09,14.65,1.21,0,0,0,19,0.99,26,242,408,59,2.32,0.056,0.011,33.4,0.6,0.988,0.313,5.572,0.76,0.516,6,0,6,6,93.1,0.71,9,3,3,0,0,0,0,0,0.19,1,42,0,5.37,6.51,1.21,82,,,,,,,,,,,
10020,"PORK,FRSH,LOIN,WHL,LN&FAT,RAW",66.92,198,19.74,12.58,0.96,0,0,0,18,0.79,21,197,356,50,1.74,0.056,0.011,33.2,0.6,0.901,0.248,4.58,0.723,0.472,1,0,1,1,69.7,0.53,7,2,2,0,0,0,0,0,0.21,0.5,21,0,4.36,5.61,1.34,63,,,,,,,,,,,
10026,"PORK,FRSH,LOIN,WHL,LN,CKD,BRLD",60.72,210,28.57,9.8,1.4,0,0,0,17,0.91,29,253,438,64,2.48,0.075,0.009,48.2,0.7,0.923,0.338,5.243,0.729,0.492,6,0,6,6,98.2,0.72,7,2,2,0,0,0,0,0,0.27,0.9,37,0,3.64,4.45,0.77,79,,,,,,,,,,,
10025,"PORK,FRSH,LOIN,WHL,LN,CKD,BRSD",61.4,204,28.57,9.12,1.4,0,0,0,18,1.13,20,183,387,50,2.48,0.079,0.013,48.2,0.6,0.659,0.267,4.588,0.677,0.387,4,0,4,4,98.2,0.55,7,2,2,0,0,0,0,0,0.21,0.8,31,0,3.38,4.16,0.7,79,,,,,,,,,,,
10027,"PORK,FRSH,LOIN,WHL,LN,CKD,RSTD",61.02,209,28.62,9.63,1.25,0,0,0,18,1.09,28,249,425,58,2.53,0.059,0.016,35.1,0.6,1.017,0.329,5.893,0.782,0.552,1,0,1,1,98.4,0.73,8,2,2,0,0,0,0,0,0.2,0.7,27,0,3.51,4.32,0.76,81,,,,,,,,,,,
10024,"PORK,FRSH,LOIN,WHL,LN,RAW",72.23,143,21.43,5.66,1.05,0,0,0,17,0.84,23,211,389,52,1.84,0.062,0.012,36.1,0.6,0.989,0.267,4.915,0.781,0.527,5,0,5,5,75.6,0.63,7,2,2,0,0,0,0,0,0.18,0.5,22,0,1.95,2.56,0.61,59,,,,,,,,,,,
10954,"PORK,FRSH,SHDR,(BSTN BT),BLDE(STKS),LN&FT,WADDEDSLN,CKD,BRSD",56.13,263,25.84,16.94,1.19,0.03,0,0,27,1.72,20,227,370,151,4.48,0.192,0.012,42.3,0,0.406,0.357,3.61,1.329,0.463,0,0,0,0,106.2,0.98,0,0,0,0,0,0,0,0,0.12,1.1,44,0,6.288,7.613,2.006,97,,,,,,,,,,,
10953,"PORK,FRSH,SHDR,(BSTN BTT),BLDE(STKS),LN & FT,W/ADDED SLN,RAW",70.36,169,17.19,11.12,1.25,0.16,0,0,15,0.97,18,211,391,155,2.83,0.116,0.01,26.6,0,0.474,0.335,3.763,1.418,0.48,0,0,0,0,71.7,0.96,0,0,0,0,0,0,0,0,0.21,0.5,18,0,3.912,4.686,1.434,62,,,,,,,,,,,
10080,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW",69.18,186,17.42,12.36,0.83,0,0,0,16,1.12,20,190,318,61,3.09,0.096,0.011,26.2,0,0.52,0.353,4.239,1.447,0.486,0,0,0,0,73.3,0.91,8,2,2,0,0,0,0,0,0.22,0.7,30,0,4.348,5.206,1.597,62,,,,,,,,,,,
10085,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD",58,233,26.57,13.2,0.85,0,0,0,25,1.85,24,217,318,60,5.2,0.137,0.013,45,0,0.526,0.388,3.935,1.367,0.47,0,0,0,0,108.7,0.9,0,0,0,0,0,0,0,0,0.11,1.1,45,0,5.023,6.199,1.402,100,,,,,,,,,,,
10084,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW",74.31,132,18.73,5.71,0.88,0,0,0,14,1.2,22,202,339,65,3.36,0.102,0.013,28.2,0,0.558,0.384,4.387,1.567,0.521,0,0,0,0,78.8,0.91,0,0,0,0,0,0,0,0,0.24,0.6,22,0,1.998,2.484,0.62,60,,,,,,,,,,,
10081,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STKS),LN & FAT,CKD,BRSD",54.95,267,25.07,17.69,0.82,0,0,0,26,1.75,23,208,305,58,4.84,0.129,0.012,42.4,0,0.501,0.365,3.872,1.29,0.448,0,0,0,0,102.3,0.93,8,2,2,0,0,0,0,0,0.12,1.2,47,0,6.584,7.987,2.072,98,,,,,,,,,,,
10945,"PORK,FRSH,SHLDR,(BSTN BTT),BLDE (STKS),LN,W/ADDEDSLNCKD,BRSD",59.2,227,27.58,12.14,1.21,0,0,0,26,1.82,21,234,388,154,4.85,0.208,0.012,45.3,0,0.424,0.381,3.575,1.419,0.488,0,0,0,0,112.8,0.94,0,0,0,0,0,0,0,0,0.11,1,42,0,4.62,5.702,1.29,98,,,,,,,,,,,
10946,"PORK,FRSH,SHLDR,(BSTN BUTT),BLDE (STKS),LN,W/ ADDED SOLN,RAW",74.85,122,18.29,5.36,1.32,0.18,0,0,14,1.04,19,223,419,165,3.1,0.125,0.01,28.8,0,0.512,0.367,3.837,1.531,0.509,0,0,0,0,76.9,0.89,0,0,0,0,0,0,0,0,0.23,0.5,21,0,1.873,2.329,0.581,59,,,,,,,,,,,
10075,"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,BRSD",60.03,235,24.88,14.33,1.08,0,0,0,16,0.92,22,240,357,96,3.1,0.107,0.022,29.4,0,0.439,0.322,5.308,1.197,0.346,5,0,5,5,103.4,0.74,13,4,4,0,0,0,0,0,0.26,1.1,45,0,4.854,6.173,2.783,86,,,,,,,,,,,
10074,"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,RAW",68.34,193,18.71,12.51,0.98,0,0,0,12,0.57,18,200,413,84,2.15,0.072,0.01,21.9,0,0.585,0.246,4.518,1.017,0.44,0,0,0,0,64.2,0.57,18,5,5,0,0,0,0,0,0.21,0.8,30,0,4.14,5.367,2.474,63,,,,,,,,,,,
10078,"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,BRSD",63.59,194,26.76,8.87,1.15,0,0,0,16,0.97,23,254,382,100,3.35,0.109,0.023,31.2,0,0.463,0.335,5.538,1.27,0.362,5,0,5,5,110.9,0.76,6,2,2,0,0,0,0,0,0.29,1,42,0,2.85,3.767,1.859,87,,,,,,,,,,,
10077,"PORK,FRSH,SHLDR,ARM PICNIC,LN,RAW",75.51,120,20.26,3.77,1.05,0,0,0,11,0.62,20,219,427,90,2.41,0.073,0.011,24,0,0.655,0.272,4.828,1.113,0.489,0,0,0,0,69.6,0.55,7,2,2,0,0,0,0,0,0.17,0.6,24,0,1.206,1.638,0.712,62,,,,,,,,,,,
10083,"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN&FAT,CKD,RSTD",57.47,269,23.11,18.86,1.23,0,0,0,28,1.45,18,197,332,67,3.96,0.114,0.012,34.3,0.7,0.638,0.355,4.061,0.665,0.23,5,0,5,5,79.4,0.88,7,2,2,0,0,0,0,0,0.19,1.3,54,0,6.97,8.27,1.76,86,,,,,,,,,,,
10087,"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD",60.94,232,24.21,14.3,1.27,0,0,0,27,1.56,26,235,427,88,4.23,0.121,0.015,36.1,1,1.116,0.4,4.96,1.077,0.437,8,0,8,8,83.2,1.16,9,3,3,0,0,0,0,0,0.24,1,41,0,5.19,6.34,1.29,85,,,,,,,,,,,
10082,"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN&FAT,CKD,BRLD",57.25,259,25.58,16.61,1.08,0,0,0,36,1.4,21,210,326,69,4.51,0.058,0.003,36.3,0.3,0.695,0.397,4.07,0.727,0.277,4,0,4,4,87.9,1.06,9,3,3,0,0,0,0,0,0.29,1.6,63,0,5.95,7.42,1.46,95,,,,,,,,,,,
10086,"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN,CKD,BRLD",60.07,227,26.74,12.54,1.1,0,0,0,33,1.56,24,220,343,74,5.02,0.059,0.009,39.3,0.3,0.75,0.44,4.3,0.816,0.31,5,0,5,5,91.9,1.13,8,2,2,0,0,0,0,0,0.27,1.2,48,0,4.45,5.64,1.08,94,,,,,,,,,,,
10071,"PORK,FRSH,SHLDR,WHL,LN&FAT,CKD,RSTD",54.8,292,23.28,21.39,1.11,0,0,0,24,1.32,18,212,329,68,3.71,0.113,0.022,33.4,0.5,0.581,0.329,3.991,0.6,0.288,5,0,5,5,80,0.8,8,2,2,0,0,0,0,0,0.19,1.5,61,0,7.86,9.47,2.05,90,,,,,,,,,,,
10070,"PORK,FRSH,SHLDR,WHL,LN&FAT,RAW",64.02,236,17.18,17.99,0.88,0,0,0,15,1.05,18,182,302,65,2.7,0.084,0.011,25.5,0.7,0.767,0.275,3.833,0.719,0.348,5,0,5,5,60.6,0.74,7,2,2,0,0,0,0,0,0.19,1.7,70,0,6.24,8.01,1.92,71,,,,,,,,,,,
10073,"PORK,FRSH,SHLDR,WHL,LN,CKD,RSTD",60.64,230,25.33,13.54,1.18,0,0,0,18,1.5,20,221,346,75,4.16,0.124,0.026,37.4,0.6,0.628,0.37,4.26,0.651,0.317,5,0,5,5,87,0.86,7,2,2,0,0,0,0,0,0.25,1,39,0,4.79,6.17,1.25,90,,,,,,,,,,,
10089,"PORK,FRSH,SPARERIBS,LN&FAT,CKD,BRSD",40.42,397,29.06,30.3,1.12,0,0,0,47,1.85,24,261,320,93,4.6,0.142,0.014,37.4,0,0.408,0.382,5.475,0.75,0.35,4,0,4,4,99.9,1.08,10,3,3,0,0,0,0,0,0.34,2.6,104,0,11.12,13.48,2.73,121,,,,,,,,,,,
10088,"PORK,FRSH,SPARERIBS,LN&FAT,RAW",59.75,277,15.47,23.4,0.67,0,0,0,15,0.91,16,141,242,81,2.5,0.08,0.01,22,0,0.319,0.251,4.662,0.625,0.574,0,0,0,0,59.7,0.38,0,0,0,0,0,0,0,0,0.37,2.3,91,0,7.529,8.542,3.953,80,,,,,,,,,,,
10099,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,CHITTERLINGS,CKD,SIMMRD",67.87,233,12.49,20.32,0.3,0,0,0,25,1.47,9,66,14,18,1.85,0.046,0.089,27,0,0.014,0.046,0.087,0.087,0,1,0,1,1,471,0.42,0,0,0,0,0,0,0,0,0.23,0,0,0,9.52,7.073,1.217,277,,,,,,,,,,,
10173,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,CKD,SIMMRD",62.85,238,21.94,16.05,0.66,0,0,0,0,0.98,5,82,33,73,1.05,0.062,0.018,23,0,0.016,0.057,0.585,0.24,0.038,2,0,2,2,75.4,0.41,0,0,0,0,0,0,0,0,0.09,0,0,0,4.343,8.005,1.54,107,,,,,,,,,,,
